gene_id	symbol	description	biotype	locus	has_ortholog	human_gene_name
ENSCAFG00000019916	FOXC2	forkhead box C2 [Source:VGNC Symbol;Acc:VGNC:40948]	protein_coding	5:66294176-66295693	1	FOXC2
ENSCAFG00000030197	OTOR	otoraplin [Source:VGNC Symbol;Acc:VGNC:54722]	protein_coding	24:6096412-6099285	1	OTOR
ENSCAFG00000008359	DCHS2	dachsous cadherin-related 2 [Source:VGNC Symbol;Acc:VGNC:54199]	protein_coding	15:51915989-52138739	1	DCHS2
ENSCAFG00000045899			lncRNA	8:63707075-63711925	0	<none>
ENSCAFG00000007307			protein_coding	27:2816071-2821917	1	KRT7
ENSCAFG00000016100		synaptotagmin 15 [Source:NCBI gene;Acc:489080]	protein_coding	4:34756078-34763159	0	<none>
ENSCAFG00000020059	CNTNAP4	contactin associated protein like 4 [Source:VGNC Symbol;Acc:VGNC:39439]	protein_coding	5:74509885-74748767	1	CNTNAP4
ENSCAFG00000007582	SNX25	sorting nexin 25 [Source:VGNC Symbol;Acc:VGNC:46633]	protein_coding	16:45269412-45403719	1	SNX25
ENSCAFG00000042889			lncRNA	3:16279568-16375492	0	<none>
ENSCAFG00000005368	ACKR2	atypical chemokine receptor 2 [Source:VGNC Symbol;Acc:VGNC:37508]	protein_coding	23:11960981-11962135	1	ACKR2
ENSCAFG00000000246	COL23A1	collagen type XXIII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:51705]	protein_coding	11:2997021-3318867	1	COL23A1
ENSCAFG00000015919	WNT5B	Wnt family member 5B [Source:VGNC Symbol;Acc:VGNC:48426]	protein_coding	27:43620284-43677078	1	WNT5B
ENSCAFG00000013983	COL13A1	collagen type XIII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:39459]	protein_coding	4:20837650-20986962	1	COL13A1
ENSCAFG00000016480	LGI2	leucine rich repeat LGI family member 2 [Source:VGNC Symbol;Acc:VGNC:49726]	protein_coding	3:85182657-85211357	1	LGI2
ENSCAFG00000018070	DSC1	desmocollin 1 [Source:VGNC Symbol;Acc:VGNC:40100]	protein_coding	7:58322959-58457978	1	DSC2
ENSCAFG00000019082	RBFOX1	RNA binding fox-1 homolog 1 [Source:VGNC Symbol;Acc:VGNC:45398]	protein_coding	6:34220648-36255384	1	RBFOX1
ENSCAFG00000010602	ELF3	E74 like ETS transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:40300]	protein_coding	7:859585-963788	1	ELF3
ENSCAFG00000012299	NDST3	N-deacetylase and N-sulfotransferase 3 [Source:VGNC Symbol;Acc:VGNC:43683]	protein_coding	32:37309718-37485796	1	NDST3
ENSCAFG00000023249	CILP2	cartilage intermediate layer protein 2 [Source:VGNC Symbol;Acc:VGNC:39275]	protein_coding	20:43703274-43722505	1	CILP2
ENSCAFG00000005275	TMC8	transmembrane channel like 8 [Source:VGNC Symbol;Acc:VGNC:47427]	protein_coding	9:2990419-2999778	1	TMC8
ENSCAFG00000016026	AKAP5	A-kinase anchoring protein 5 [Source:VGNC Symbol;Acc:VGNC:37758]	protein_coding	8:38896840-38898126	1	AKAP5
ENSCAFG00000047472			protein_coding	4:75972128-76068107	0	<none>
ENSCAFG00000012174	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:VGNC Symbol;Acc:VGNC:38247]	protein_coding	38:22023221-22080604	1	ATP1A2
ENSCAFG00000013336	RXRG	retinoid X receptor gamma [Source:VGNC Symbol;Acc:VGNC:45819]	protein_coding	38:17867182-17920085	1	RXRG
ENSCAFG00000011580	ENPEP	glutamyl aminopeptidase [Source:VGNC Symbol;Acc:VGNC:40373]	protein_coding	32:30553182-30638522	1	ENPEP
ENSCAFG00000010934	RFTN2	raftlin family member 2 [Source:VGNC Symbol;Acc:VGNC:45501]	protein_coding	37:7074586-7152714	1	RFTN2
ENSCAFG00000017877	STRA6	stimulated by retinoic acid 6 [Source:VGNC Symbol;Acc:VGNC:46937]	protein_coding	30:37331832-37353529	1	STRA6
ENSCAFG00000001870	STEAP2	STEAP2 metalloreductase [Source:VGNC Symbol;Acc:VGNC:46897]	protein_coding	14:16119073-16135238	1	STEAP2
ENSCAFG00000007557	HHIP	hedgehog interacting protein [Source:VGNC Symbol;Acc:VGNC:41681]	protein_coding	15:43431650-43520861	1	HHIP
ENSCAFG00000013267	EBF3	EBF transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:49730]	protein_coding	28:38491047-38602022	0	<none>
ENSCAFG00000048043			lncRNA	27:2829329-2830563	0	<none>
ENSCAFG00000011150	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17 [Source:VGNC Symbol;Acc:VGNC:41092]	protein_coding	6:2132189-2564042	1	GALNT17
ENSCAFG00000003369	PTN	pleiotrophin [Source:VGNC Symbol;Acc:VGNC:45160]	protein_coding	16:11283077-11382814	1	PTN
ENSCAFG00000003738	SOBP	sine oculis binding protein homolog [Source:VGNC Symbol;Acc:VGNC:49867]	protein_coding	12:64664288-64794358	1	SOBP
ENSCAFG00000007328	KRT80	keratin 80 [Source:VGNC Symbol;Acc:VGNC:42534]	protein_coding	27:2860735-2884680	1	KRT80
ENSCAFG00000001084	CXCL14	C-X-C motif chemokine ligand 14 [Source:VGNC Symbol;Acc:VGNC:39748]	protein_coding	11:23599645-23606823	1	CXCL14
ENSCAFG00000000097	ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:VGNC Symbol;Acc:VGNC:54147]	protein_coding	10:406633-424264	1	ERBB3
ENSCAFG00000037972			lncRNA	33:12474711-12538250	0	<none>
ENSCAFG00000000384	GRIP1	glutamate receptor interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:41498]	protein_coding	10:8802529-9063848	1	GRIP1
ENSCAFG00000003387	FOXP2	forkhead box P2 [Source:VGNC Symbol;Acc:VGNC:40966]	protein_coding	14:53312045-53862655	1	FOXP2
ENSCAFG00000012445	PROX1	prospero homeobox 1 [Source:VGNC Symbol;Acc:VGNC:45017]	protein_coding	7:11996703-12044036	1	PROX1
ENSCAFG00000020034	VAT1L	vesicle amine transport 1 like [Source:VGNC Symbol;Acc:VGNC:48235]	protein_coding	5:73332809-73477833	1	VAT1L
ENSCAFG00000018598	C6	complement C6 [Source:VGNC Symbol;Acc:VGNC:38598]	protein_coding	4:68253255-68318252	1	C6
ENSCAFG00000012249	ADCY1	adenylate cyclase 1 [Source:VGNC Symbol;Acc:VGNC:37618]	protein_coding	16:1037162-1167094	1	ADCY1
ENSCAFG00000008711	MME	membrane metalloendopeptidase [Source:VGNC Symbol;Acc:VGNC:43271]	protein_coding	23:48971066-49059919	1	MME
ENSCAFG00000001133	CCN4	cellular communication network factor 4 [Source:VGNC Symbol;Acc:VGNC:48414]	protein_coding	13:29648639-29679732	1	CCN4
ENSCAFG00000019094	AFF2	AF4/FMR2 family member 2 [Source:VGNC Symbol;Acc:VGNC:49896]	protein_coding	X:116696401-117164655	1	AFF2
ENSCAFG00000012028	DHRS9	dehydrogenase/reductase 9 [Source:VGNC Symbol;Acc:VGNC:39937]	protein_coding	36:13866959-13880179	1	DHRS9
ENSCAFG00000024064	UNC13A	unc-13 homolog A [Source:NCBI gene;Acc:484833]	protein_coding	20:45188750-45238115	1	UNC13A
ENSCAFG00000016860	HOXB8	homeobox B8 [Source:VGNC Symbol;Acc:VGNC:41754]	protein_coding	9:24874899-24877504	1	HOXB8
ENSCAFG00000018115	CDH2	cadherin 2 [Source:VGNC Symbol;Acc:VGNC:39028]	protein_coding	7:60736760-60951034	1	CDH2
ENSCAFG00000017664	SLC14A1	solute carrier family 14 member 1 [Source:VGNC Symbol;Acc:VGNC:53833]	protein_coding	7:45380239-45408829	1	SLC14A1
ENSCAFG00000044821	SCIN	scinderin [Source:NCBI gene;Acc:475245]	protein_coding	14:27412351-27477283	1	SCIN
ENSCAFG00000019834	CPNE7	copine 7 [Source:VGNC Symbol;Acc:VGNC:39566]	protein_coding	5:63951549-63978601	1	CPNE7
ENSCAFG00000012806	MPZL2	myelin protein zero like 2 [Source:VGNC Symbol;Acc:VGNC:43355]	protein_coding	5:15447104-15458515	1	MPZL2
ENSCAFG00000002955	BCL11A	BAF chromatin remodeling complex subunit BCL11A [Source:VGNC Symbol;Acc:VGNC:58661]	protein_coding	10:60589708-60689073	1	BCL11A
ENSCAFG00000013297	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2 [Source:VGNC Symbol;Acc:VGNC:41899]	protein_coding	34:18369684-18522157	1	IGF2BP2
ENSCAFG00000006448	TEX15	testis expressed 15, meiosis and synapsis associated [Source:VGNC Symbol;Acc:VGNC:47268]	protein_coding	16:33423876-33515452	1	TEX15
ENSCAFG00000003452	KLHL32	kelch like family member 32 [Source:VGNC Symbol;Acc:VGNC:42466]	protein_coding	12:55398587-55581751	1	KLHL32
ENSCAFG00000012146	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:VGNC Symbol;Acc:VGNC:45920]	protein_coding	9:11851347-11877767	1	SCN4A
ENSCAFG00000009570	DSP	desmoplakin [Source:VGNC Symbol;Acc:VGNC:40110]	protein_coding	35:7479643-7524044	1	DSP
ENSCAFG00000010115	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2 [Source:VGNC Symbol;Acc:VGNC:47442]	protein_coding	37:2414440-2635431	1	TMEFF2
ENSCAFG00000011054	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B [Source:VGNC Symbol;Acc:VGNC:54108]	protein_coding	34:11987474-12065171	1	PLEKHG4B
ENSCAFG00000015244	PTPRN	protein tyrosine phosphatase receptor type N [Source:VGNC Symbol;Acc:VGNC:45193]	protein_coding	37:25836118-25869931	1	PTPRN
ENSCAFG00000031724	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:VGNC Symbol;Acc:VGNC:38650]	protein_coding	9:13578805-13615233	1	CACNG5
ENSCAFG00000014490	IGFBP2	insulin like growth factor binding protein 2 [Source:VGNC Symbol;Acc:VGNC:41903]	protein_coding	37:23559501-23569312	1	IGFBP2
ENSCAFG00000004689	CNTNAP5	contactin associated protein like 5 [Source:VGNC Symbol;Acc:VGNC:39440]	protein_coding	19:25554967-26397896	1	CNTNAP5
ENSCAFG00000017133	MAST1	microtubule associated serine/threonine kinase 1 [Source:VGNC Symbol;Acc:VGNC:43032]	protein_coding	20:49302162-49329837	1	MAST1
ENSCAFG00000041562			lncRNA	25:49194877-49195974	0	<none>
ENSCAFG00000009372	DBX2	developing brain homeobox 2 [Source:VGNC Symbol;Acc:VGNC:57422]	protein_coding	27:9119535-9251354	1	DBX2
ENSCAFG00000029015	NREP	neuronal regeneration related protein [Source:VGNC Symbol;Acc:VGNC:53193]	protein_coding	3:997234-1024087	1	NREP
ENSCAFG00000019380	CACNA1B	calcium voltage-gated channel subunit alpha1 B [Source:VGNC Symbol;Acc:VGNC:38632]	protein_coding	9:47816393-48009406	1	CACNA1B
ENSCAFG00000013763	LTF	lactotransferrin [Source:VGNC Symbol;Acc:VGNC:42861]	protein_coding	20:42231994-42263202	1	LTF
ENSCAFG00000030573	NNMT	nicotinamide N-methyltransferase [Source:VGNC Symbol;Acc:VGNC:43869]	protein_coding	5:19026556-19044016	1	NNMT
ENSCAFG00000023094	MYH3	myosin heavy chain 3 [Source:VGNC Symbol;Acc:VGNC:53030]	protein_coding	5:34914918-34936617	1	MYH3
ENSCAFG00000011945	VEGFD	vascular endothelial growth factor D [Source:VGNC Symbol;Acc:VGNC:48253]	protein_coding	X:11590089-11626486	1	VEGFD
ENSCAFG00000009056	ADAM28	ADAM metallopeptidase domain 28 [Source:VGNC Symbol;Acc:VGNC:37582]	protein_coding	25:33092628-33264710	1	ADAM28
ENSCAFG00000010626	DDIT4L	DNA damage inducible transcript 4 like [Source:VGNC Symbol;Acc:VGNC:39838]	protein_coding	32:22064393-22068562	1	DDIT4L
ENSCAFG00000016602	SMOC1	SPARC related modular calcium binding 1 [Source:VGNC Symbol;Acc:VGNC:46566]	protein_coding	8:43607634-43763274	1	SMOC1
ENSCAFG00000019367	ITGAE	integrin subunit alpha E [Source:VGNC Symbol;Acc:VGNC:42131]	protein_coding	9:47533305-47596209	1	ITGAE
ENSCAFG00000017829	CA4	carbonic anhydrase 4 [Source:VGNC Symbol;Acc:VGNC:38612]	protein_coding	9:36327969-36337088	1	CA4
ENSCAFG00000010034	RYR2	ryanodine receptor 2 [Source:VGNC Symbol;Acc:VGNC:45822]	protein_coding	4:2373114-2907875	1	RYR2
ENSCAFG00000000722	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:VGNC Symbol;Acc:VGNC:37597]	protein_coding	11:18272412-18499496	1	ADAMTS19
ENSCAFG00000037184			lncRNA	13:26284099-26319541	0	<none>
ENSCAFG00000011124			protein_coding	8:2838863-2840020	0	<none>
ENSCAFG00000028843	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma [Source:VGNC Symbol;Acc:VGNC:42957]	protein_coding	7:33365045-33368969	1	MAP1LC3C
ENSCAFG00000010113	GAS2	growth arrest specific 2 [Source:VGNC Symbol;Acc:VGNC:41115]	protein_coding	21:44286531-44405060	1	GAS2
ENSCAFG00000032313	FGL1	fibrinogen like 1 [Source:VGNC Symbol;Acc:VGNC:40864]	protein_coding	16:41161394-41179791	1	FGL1
ENSCAFG00000014484	ETV4	ETS variant 4 [Source:VGNC Symbol;Acc:VGNC:40498]	protein_coding	9:19715535-19730456	1	ETV4
ENSCAFG00000016994	RPS6KL1	ribosomal protein S6 kinase like 1 [Source:VGNC Symbol;Acc:VGNC:45747]	protein_coding	8:48022712-48042101	1	RPS6KL1
ENSCAFG00000015465	KCNMA1	potassium calcium-activated channel subfamily M alpha 1 [Source:VGNC Symbol;Acc:VGNC:42281]	protein_coding	4:26844250-27555776	1	KCNMA1
ENSCAFG00000017013	SGCA	sarcoglycan alpha [Source:VGNC Symbol;Acc:VGNC:46091]	protein_coding	9:26164863-26174864	1	SGCA
ENSCAFG00000010798	TNNT2	troponin T2, cardiac type [Source:VGNC Symbol;Acc:VGNC:47691]	protein_coding	7:1598306-1613741	1	TNNT2
ENSCAFG00000016402	SEL1L3	SEL1L family member 3 [Source:VGNC Symbol;Acc:VGNC:53240]	protein_coding	3:84546536-84646417	1	SEL1L3
ENSCAFG00000000958	GJA1	gap junction protein alpha 1 [Source:VGNC Symbol;Acc:VGNC:41231]	protein_coding	1:60929097-60942936	1	GJA1
ENSCAFG00000005260	SPRY2	sprouty RTK signaling antagonist 2 [Source:VGNC Symbol;Acc:VGNC:46766]	protein_coding	22:33366931-33367878	1	SPRY2
ENSCAFG00000029607	STXBP6	syntaxin binding protein 6 [Source:VGNC Symbol;Acc:VGNC:46965]	protein_coding	8:4641460-4877030	1	STXBP6
ENSCAFG00000008623	PRPH	peripherin [Source:VGNC Symbol;Acc:VGNC:45031]	protein_coding	27:5314807-5320089	1	PRPH
ENSCAFG00000000751	TNXB	tenascin XB [Source:VGNC Symbol;Acc:VGNC:47704]	protein_coding	12:1453260-1509749	1	TNXB
ENSCAFG00000010936	NPNT	nephronectin [Source:VGNC Symbol;Acc:VGNC:43924]	protein_coding	32:26705476-26781275	1	NPNT
ENSCAFG00000011087	DKK2	dickkopf WNT signaling pathway inhibitor 2 [Source:VGNC Symbol;Acc:VGNC:39970]	protein_coding	32:27550833-27713838	1	DKK2
ENSCAFG00000001597	MDFI	MyoD family inhibitor [Source:VGNC Symbol;Acc:VGNC:43099]	protein_coding	12:10323552-10339697	1	MDFI
ENSCAFG00000007601	ZNF536	zinc finger protein 536 [Source:VGNC Symbol;Acc:VGNC:48756]	protein_coding	1:120975937-121374580	1	ZNF536
ENSCAFG00000010879	IGSF11	immunoglobulin superfamily member 11 [Source:VGNC Symbol;Acc:VGNC:53077]	protein_coding	33:22641648-22840745	1	IGSF11
ENSCAFG00000012469	TWIST2	twist family bHLH transcription factor 2 [Source:VGNC Symbol;Acc:VGNC:48002]	protein_coding	25:49165641-49166123	1	TWIST2
ENSCAFG00000000481	CAPS2	calcyphosine 2 [Source:VGNC Symbol;Acc:VGNC:38710]	protein_coding	10:15843975-15888355	1	CAPS2
ENSCAFG00000007950	MAP1B	microtubule associated protein 1B [Source:VGNC Symbol;Acc:VGNC:42956]	protein_coding	2:55174837-55253975	1	MAP1B
ENSCAFG00000024259		collagen alpha-4(VI) chain-like [Source:NCBI gene;Acc:610614]	protein_coding	23:27418356-27530961	0	<none>
ENSCAFG00000005187	EDNRB	endothelin receptor type B [Source:VGNC Symbol;Acc:VGNC:40203]	protein_coding	22:31417308-31437587	1	EDNRB
ENSCAFG00000008497	GPM6A	glycoprotein M6A [Source:VGNC Symbol;Acc:VGNC:41385]	protein_coding	16:53698043-53845259	1	GPM6A
ENSCAFG00000015627	SIX4	SIX homeobox 4 [Source:VGNC Symbol;Acc:VGNC:46192]	protein_coding	8:35737058-35748893	1	SIX4
ENSCAFG00000013838	MASP1	mannan binding lectin serine peptidase 1 [Source:VGNC Symbol;Acc:VGNC:43030]	protein_coding	34:19691630-19750587	1	MASP1
ENSCAFG00000024099	FAT3	FAT atypical cadherin 3 [Source:VGNC Symbol;Acc:VGNC:40744]	protein_coding	21:7711995-8213266	1	FAT3
ENSCAFG00000017519	TNMD	tenomodulin [Source:VGNC Symbol;Acc:VGNC:47684]	protein_coding	X:74459313-74478170	1	TNMD
ENSCAFG00000003854	WASF1	WASP family member 1 [Source:VGNC Symbol;Acc:VGNC:48333]	protein_coding	12:66833995-66897483	1	WASF1
ENSCAFG00000008123	TENM3	teneurin transmembrane protein 3 [Source:VGNC Symbol;Acc:VGNC:47248]	protein_coding	16:47441348-48044322	1	TENM3
ENSCAFG00000017457		protocadherin 11 X-linked [Source:NCBI gene;Acc:608881]	protein_coding	X:68639232-69179625	0	<none>
ENSCAFG00000001718	LRRC4	leucine rich repeat containing 4 [Source:VGNC Symbol;Acc:VGNC:42797]	protein_coding	14:8324788-8326740	1	LRRC4
ENSCAFG00000001862	ZNF804B	zinc finger protein 804B [Source:VGNC Symbol;Acc:VGNC:48825]	protein_coding	14:14745748-15247067	1	ZNF804B
ENSCAFG00000028459	MT3	metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]	protein_coding	2:59624849-59626424	1	MT3
ENSCAFG00000047578	C20orf204	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]	protein_coding	24:47484553-47487461	1	C20orf204
ENSCAFG00000000196	EYA4	EYA transcriptional coactivator and phosphatase 4 [Source:VGNC Symbol;Acc:VGNC:40539]	protein_coding	1:26272448-26514201	1	EYA4
ENSCAFG00000009784	SLC22A15	solute carrier family 22 member 15 [Source:VGNC Symbol;Acc:VGNC:46276]	protein_coding	17:53476041-53537573	1	SLC22A15
ENSCAFG00000009637	LGI3	leucine rich repeat LGI family member 3 [Source:VGNC Symbol;Acc:VGNC:42652]	protein_coding	25:35097566-35105940	1	LGI3
ENSCAFG00000008170	JPH1	junctophilin 1 [Source:VGNC Symbol;Acc:VGNC:42194]	protein_coding	29:22703647-22785415	1	JPH1
ENSCAFG00000020387	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:VGNC Symbol;Acc:VGNC:46859]	protein_coding	6:70062555-70574865	1	ST6GALNAC3
ENSCAFG00000012994	GRHL3	grainyhead like transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:41478]	protein_coding	2:75290596-75324496	1	GRHL3
ENSCAFG00000015233	PROM1	prominin 1 [Source:VGNC Symbol;Acc:VGNC:45012]	protein_coding	3:64260685-64382009	1	PROM1
ENSCAFG00000002204	S1PR3	sphingosine-1-phosphate receptor 3 [Source:VGNC Symbol;Acc:VGNC:45837]	protein_coding	1:97104652-97105857	1	S1PR3
ENSCAFG00000029572	TRDV3	T cell receptor delta variable 3 [Source:HGNC Symbol;Acc:HGNC:12264]	protein_coding	8:2869241-2869857	1	TRDV3
ENSCAFG00000030132	ELOVL4	ELOVL fatty acid elongase 4 [Source:VGNC Symbol;Acc:VGNC:40322]	protein_coding	12:40846202-40876758	1	ELOVL4
ENSCAFG00000018019	CENPV	centromere protein V [Source:VGNC Symbol;Acc:VGNC:53316]	protein_coding	5:39567790-39582897	0	<none>
ENSCAFG00000046318			lncRNA	26:20299255-20307969	0	<none>
ENSCAFG00000025410	FABP4	fatty acid binding protein 4 [Source:NCBI gene;Acc:608476]	protein_coding	29:28652146-28656228	1	FABP4
ENSCAFG00000009658	TFAP2A	transcription factor AP-2 alpha [Source:VGNC Symbol;Acc:VGNC:47283]	protein_coding	35:10157882-10180270	1	TFAP2A
ENSCAFG00000011251		neuroligin 4 X-linked [Source:NCBI gene;Acc:607406]	protein_coding	X:3411378-3676064	0	<none>
ENSCAFG00000009641	PI3	peptidase inhibitor 3 [Source:VGNC Symbol;Acc:VGNC:44516]	protein_coding	24:32504675-32506214	1	PI3
ENSCAFG00000032297		potassium voltage-gated channel modifier subfamily G member 2 [Source:NCBI gene;Acc:607004]	protein_coding	1:805892-841787	1	KCNG2
ENSCAFG00000010628	SORCS1	sortilin related VPS10 domain containing receptor 1 [Source:VGNC Symbol;Acc:VGNC:46659]	protein_coding	28:18622234-18797249	1	SORCS1
ENSCAFG00000016062	MYRF	myelin regulatory factor [Source:VGNC Symbol;Acc:VGNC:43588]	protein_coding	18:54692453-54723085	1	MYRF
ENSCAFG00000030472	NRXN3	neurexin-3 [Source:NCBI gene;Acc:490812]	protein_coding	8:50850582-52383717	1	NRXN3
ENSCAFG00000008786	NNAT	neuronatin [Source:VGNC Symbol;Acc:VGNC:43868]	protein_coding	24:26118991-26120906	1	NNAT
ENSCAFG00000008752	FRAS1	Fraser extracellular matrix complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:40975]	protein_coding	32:2558354-2991063	1	FRAS1
ENSCAFG00000011233	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta [Source:VGNC Symbol;Acc:VGNC:44975]	protein_coding	6:16135715-16247465	1	PRKAR1B
ENSCAFG00000010205	ID4	inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]	protein_coding	35:18357826-18359011	1	ID4
ENSCAFG00000049417		carbonyl reductase [NADPH] 2-like [Source:NCBI gene;Acc:607806]	protein_coding	9:284728-287285	0	<none>
ENSCAFG00000002080	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:46857]	protein_coding	10:36941370-36972012	1	ST6GAL2
ENSCAFG00000009330	SV2C	synaptic vesicle glycoprotein 2C [Source:VGNC Symbol;Acc:VGNC:47005]	protein_coding	3:30232710-30440327	1	SV2C
ENSCAFG00000004694	PTCH2	patched 2 [Source:VGNC Symbol;Acc:VGNC:45133]	protein_coding	15:15487639-15503234	1	PTCH2
ENSCAFG00000009189	TBX5	T-box transcription factor 5 [Source:VGNC Symbol;Acc:VGNC:47176]	protein_coding	26:11463653-11506446	1	TBX5
ENSCAFG00000009144	CDH17	cadherin 17 [Source:VGNC Symbol;Acc:VGNC:39025]	protein_coding	29:38918574-38977217	1	CDH17
ENSCAFG00000009675	LRRN2	leucine rich repeat neuronal 2 [Source:VGNC Symbol;Acc:VGNC:42825]	protein_coding	38:1164664-1166802	1	LRRN2
ENSCAFG00000006013	CNTN4	contactin 4 [Source:VGNC Symbol;Acc:VGNC:39435]	protein_coding	20:14356710-14954367	1	CNTN4
ENSCAFG00000010848	GAP43	growth associated protein 43 [Source:VGNC Symbol;Acc:VGNC:41108]	protein_coding	33:19656835-19770408	1	GAP43
ENSCAFG00000016691	ANGPTL7	angiopoietin like 7 [Source:VGNC Symbol;Acc:VGNC:37863]	protein_coding	2:84877682-84883160	1	ANGPTL7
ENSCAFG00000004480	RUBCNL	rubicon like autophagy enhancer [Source:VGNC Symbol;Acc:VGNC:45802]	protein_coding	22:4874575-4903033	1	RUBCNL
ENSCAFG00000023386	CTXN1	cortexin 1 [Source:VGNC Symbol;Acc:VGNC:39722]	protein_coding	20:52613314-52614159	1	CTXN1
ENSCAFG00000049556			lncRNA	9:12580906-12582068	0	<none>
ENSCAFG00000030307	GPC6	glypican 6 [Source:NCBI gene;Acc:476962]	protein_coding	22:44154944-45233549	1	GPC6
ENSCAFG00000006923	ANO4	anoctamin 4 [Source:VGNC Symbol;Acc:VGNC:37927]	protein_coding	15:39740337-40149024	1	ANO4
ENSCAFG00000012013	ANPEP	alanyl aminopeptidase, membrane [Source:VGNC Symbol;Acc:VGNC:53146]	protein_coding	3:52764418-52779746	1	ANPEP
ENSCAFG00000015278	NTF3	neurotrophin 3 [Source:VGNC Symbol;Acc:VGNC:44002]	protein_coding	27:39383152-39454601	1	NTF3
ENSCAFG00000030262	BAMBI	BMP and activin membrane bound inhibitor [Source:VGNC Symbol;Acc:VGNC:38376]	protein_coding	2:17455243-17462346	1	BAMBI
ENSCAFG00000006619	DRGX	dorsal root ganglia homeobox [Source:VGNC Symbol;Acc:VGNC:40099]	protein_coding	28:1281864-1314932	1	DRGX
ENSCAFG00000029819	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:VGNC Symbol;Acc:VGNC:54589]	protein_coding	20:40457657-40483881	1	CELSR3
ENSCAFG00000006526	LMNTD2	lamin tail domain containing 2 [Source:VGNC Symbol;Acc:VGNC:42721]	protein_coding	18:25663814-25668768	1	LMNTD2
ENSCAFG00000008246	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1 [Source:VGNC Symbol;Acc:VGNC:39617]	protein_coding	29:23350781-23396682	1	CRISPLD1
ENSCAFG00000031172	CADM4	cell adhesion molecule 4 [Source:VGNC Symbol;Acc:VGNC:53675]	protein_coding	1:111507543-111513308	1	CADM4
