gene_id	symbol	description	biotype	locus	human_gene_id	human_gene_name
ENSFCAG00000046794	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1 [Source:NCBI gene;Acc:101085756]	protein_coding	D4:64600814-64684547	ENSG00000241697	TMEFF1
ENSFCAG00000008314	FBXL16	F-box and leucine rich repeat protein 16 [Source:NCBI gene;Acc:101092323]	protein_coding	E3:43992504-44004170	ENSG00000127585	FBXL16
ENSFCAG00000010782	DDX51	DEAD-box helicase 51 [Source:NCBI gene;Acc:101097921]	protein_coding	D3:964669-969957	ENSG00000185163	DDX51
ENSFCAG00000031134			protein_coding	A1:27278420-27279230	<none>	<none>
ENSFCAG00000022988			pseudogene	B2:91737920-91739252	<none>	<none>
ENSFCAG00000044583			protein_coding	B1:208132062-208133189	ENSG00000273238	TMEM271
ENSFCAG00000034671			protein_coding	D3:423709-427494	ENSG00000133226	SRRM1
ENSFCAG00000029198			protein_coding	D4:18353255-18361228	<none>	<none>
ENSFCAG00000032554			protein_coding	C2:73457293-73457698	<none>	<none>
ENSFCAG00000009460	ASIC1	acid sensing ion channel subunit 1 [Source:NCBI gene;Acc:101085729]	protein_coding	B4:78921407-78947146	ENSG00000110881	ASIC1
ENSFCAG00000028252	LYSMD2	LysM domain containing 2 [Source:NCBI gene;Acc:102902169]	protein_coding	B3:54664974-54680963	ENSG00000140280	LYSMD2
ENSFCAG00000012726	FEZF2	FEZ family zinc finger 2 [Source:NCBI gene;Acc:101083662]	protein_coding	A2:29974493-29977345	ENSG00000153266	FEZF2
ENSFCAG00000007968	VRK3	VRK serine/threonine kinase 3 [Source:NCBI gene;Acc:101092656]	protein_coding	E2:8053335-8081023	ENSG00000105053	VRK3
ENSFCAG00000032891		2'-5'-oligoadenylate synthase-like protein 2 [Source:NCBI gene;Acc:101099332]	protein_coding	D3:17288914-17306978	<none>	<none>
ENSFCAG00000022445		lymphocyte specific protein 1 [Source:NCBI gene;Acc:101094133]	protein_coding	D1:116137577-116144806	ENSG00000130592	LSP1
ENSFCAG00000042546			protein_coding	D4:76494021-76519496	ENSG00000095397	WHRN
ENSFCAG00000007144	MRPL54	mitochondrial ribosomal protein L54 [Source:NCBI gene;Acc:101098520]	protein_coding	A2:2935973-2939064	ENSG00000183617	MRPL54
ENSFCAG00000011348	EYA2	EYA transcriptional coactivator and phosphatase 2 [Source:NCBI gene;Acc:101083833]	protein_coding	A3:14239665-14507140	ENSG00000064655	EYA2
ENSFCAG00000015190	HES7	hes family bHLH transcription factor 7 [Source:NCBI gene;Acc:101080335]	protein_coding	E1:2916155-2918817	ENSG00000179111	HES7
ENSFCAG00000015772	CDC42EP3	CDC42 effector protein 3 [Source:NCBI gene;Acc:101100382]	protein_coding	A3:112373138-112373902	ENSG00000163171	CDC42EP3
ENSFCAG00000025497		cadherin related 23 [Source:NCBI gene;Acc:101095858]	protein_coding	D2:34253843-34544862	ENSG00000107736	CDH23
ENSFCAG00000031083			protein_coding	A3:115548306-115549530	<none>	<none>
ENSFCAG00000000975	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:NCBI gene;Acc:101092591]	protein_coding	A2:59061758-59313764	ENSG00000159685	CHCHD6
ENSFCAG00000036791	WNT3A	Wnt family member 3A [Source:NCBI gene;Acc:101080607]	protein_coding	A1:88309953-88353376	ENSG00000154342	WNT3A
ENSFCAG00000029682	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase [Source:NCBI gene;Acc:101101049]	protein_coding	B1:41913827-41965917	ENSG00000165102	HGSNAT
ENSFCAG00000014969	CXCL6	C-X-C motif chemokine ligand 6 [Source:NCBI gene;Acc:101094593]	protein_coding	B1:148041165-148042272	ENSG00000124875	CXCL6
ENSFCAG00000044181	KCNG3	potassium voltage-gated channel modifier subfamily G member 3 [Source:NCBI gene;Acc:101094090]	protein_coding	A3:108100105-108147613	ENSG00000171126	KCNG3
ENSFCAG00000028968	OLFML1	olfactomedin like 1 [Source:NCBI gene;Acc:101081831]	protein_coding	D1:66369628-66396594	ENSG00000183801	OLFML1
ENSFCAG00000007248	CYP26A1	cytochrome P450 26A1 [Source:NCBI gene;Acc:101086422]	protein_coding	D2:55359352-55364381	ENSG00000095596	CYP26A1
ENSFCAG00000026249	PRDM6	PR/SET domain 6 [Source:NCBI gene;Acc:101084511]	protein_coding	A1:103395805-103507813	ENSG00000061455	PRDM6
ENSFCAG00000006712	MAPT	microtubule associated protein tau [Source:NCBI gene;Acc:101089557]	protein_coding	E1:46005710-46102367	ENSG00000186868	MAPT
ENSFCAG00000025725			pseudogene	B2:54000686-54001235	<none>	<none>
ENSFCAG00000023114	EPHA6	EPH receptor A6 [Source:NCBI gene;Acc:101087597]	protein_coding	C2:45123047-45978340	ENSG00000080224	EPHA6
ENSFCAG00000030017		N-acylsphingosine amidohydrolase 2 [Source:NCBI gene;Acc:101097670]	protein_coding	D2:6744092-6800026	<none>	<none>
ENSFCAG00000028337		diphosphoinositol polyphosphate phosphohydrolase 3-beta [Source:NCBI gene;Acc:101082293]	protein_coding	X:44776919-44782971	<none>	<none>
ENSFCAG00000003035		carcinoembryonic antigen-related cell adhesion molecule 1 [Source:NCBI gene;Acc:101086271]	protein_coding	E2:13520350-13537262	<none>	<none>
ENSFCAG00000028499		non-histone chromosomal protein HMG-17 [Source:NCBI gene;Acc:101085738]	protein_coding	C1:181743117-181743389	<none>	<none>
ENSFCAG00000014064	S100A4	S100 calcium binding protein A4 [Source:NCBI gene;Acc:101083141]	protein_coding	F1:71535749-71537671	ENSG00000196154	S100A4
ENSFCAG00000045923	RPRML	reprimo like [Source:NCBI gene;Acc:109494397]	protein_coding	E1:45429444-45429806	ENSG00000179673	RPRML
ENSFCAG00000042358			protein_coding	A1:46719687-46721095	<none>	<none>
ENSFCAG00000001078	POU5F1	POU class 5 homeobox 1 [Source:NCBI gene;Acc:100174788]	protein_coding	B2:31899614-31904834	<none>	<none>
ENSFCAG00000031226	WDR25	WD repeat domain 25 [Source:NCBI gene;Acc:101081309]	protein_coding	B3:144997030-145133764	ENSG00000176473	WDR25
ENSFCAG00000044003			pseudogene	C1:105143119-105143512	<none>	<none>
ENSFCAG00000030029		interferon-induced transmembrane protein 3 [Source:NCBI gene;Acc:101100838]	protein_coding	D1:117045798-117046948	<none>	<none>
ENSFCAG00000001592	EPHX4	epoxide hydrolase 4 [Source:NCBI gene;Acc:101096907]	protein_coding	C1:78403560-78448735	ENSG00000172031	EPHX4
ENSFCAG00000009793	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 [Source:NCBI gene;Acc:101098369]	protein_coding	A3:11211782-11231552	ENSG00000026559	KCNG1
ENSFCAG00000022834	TMEM26	transmembrane protein 26 [Source:NCBI gene;Acc:101081254]	protein_coding	D2:25199763-25247600	ENSG00000196932	TMEM26
ENSFCAG00000018113			pseudogene	B2:31930375-31933325	<none>	<none>
ENSFCAG00000008829	GABBR2	gamma-aminobutyric acid type B receptor subunit 2 [Source:NCBI gene;Acc:101093058]	protein_coding	D4:62681103-63033042	ENSG00000136928	GABBR2
ENSFCAG00000038749			protein_coding	D2:44642702-44643902	<none>	<none>
ENSFCAG00000027235	HSDL1	hydroxysteroid dehydrogenase like 1 [Source:NCBI gene;Acc:101087630]	protein_coding	E2:59436934-59458643	ENSG00000103160	HSDL1
ENSFCAG00000014067	ACTC1	actin, alpha, cardiac muscle 1 [Source:NCBI gene;Acc:101095586]	protein_coding	B3:70080365-70088223	ENSG00000159251	ACTC1
ENSFCAG00000026027			pseudogene	D2:37717405-37718035	<none>	<none>
ENSFCAG00000014870	OFD1	OFD1, centriole and centriolar satellite protein [Source:NCBI gene;Acc:101092996]	protein_coding	X:10685384-10726349	ENSG00000046651	OFD1
ENSFCAG00000008379	SERPINB5	serpin family B member 5 [Source:NCBI gene;Acc:101083372]	protein_coding	D3:83415991-83441529	ENSG00000206075	SERPINB5
ENSFCAG00000023772		60S ribosomal protein L24 [Source:NCBI gene;Acc:101088757]	protein_coding	B3:86061197-86061670	ENSG00000114391	RPL24
ENSFCAG00000006072			protein_coding	A3:65164727-65167262	<none>	<none>
ENSFCAG00000029503			protein_coding	C2:113247151-113248738	<none>	<none>
ENSFCAG00000000320	OAS3	2'-5'-oligoadenylate synthetase 3 [Source:NCBI gene;Acc:101088116]	protein_coding	D3:10698922-10716721	ENSG00000111331	OAS3
ENSFCAG00000023714			protein_coding	C1:58362292-58468900	<none>	<none>
ENSFCAG00000000308	WT1	Wilms tumor 1 [Source:NCBI gene;Acc:101088518]	protein_coding	D1:88543855-88593745	ENSG00000184937	WT1
ENSFCAG00000018994		creatine kinase, mitochondrial 1A [Source:NCBI gene;Acc:101097983]	protein_coding	B3:61919464-61925529	<none>	<none>
ENSFCAG00000041557			protein_coding	D1:20479944-20484045	<none>	<none>
ENSFCAG00000004445	ACTN2	actinin alpha 2 [Source:NCBI gene;Acc:101101415]	protein_coding	D2:12368772-12442749	ENSG00000077522	ACTN2
ENSFCAG00000004062	TNIP2	TNFAIP3 interacting protein 2 [Source:NCBI gene;Acc:101085205]	protein_coding	B1:206319945-206354295	ENSG00000168884	TNIP2
ENSFCAG00000030755	GPM6A	glycoprotein M6A [Source:NCBI gene;Acc:101080277]	protein_coding	B1:7335391-7692074	ENSG00000150625	GPM6A
ENSFCAG00000004749	MLXIPL	MLX interacting protein like [Source:NCBI gene;Acc:101096372]	protein_coding	E3:10224176-10242112	ENSG00000009950	MLXIPL
ENSFCAG00000004241	EMID1	EMI domain containing 1 [Source:NCBI gene;Acc:101092896]	protein_coding	D3:23537191-23585457	ENSG00000186998	EMID1
ENSFCAG00000029080	NMB	neuromedin B [Source:NCBI gene;Acc:101086813]	protein_coding	B3:4918810-4921715	ENSG00000197696	NMB
ENSFCAG00000022612			processed_pseudogene	D1:105954680-105955069	<none>	<none>
ENSFCAG00000010961		ryanodine receptor 2 [Source:NCBI gene;Acc:101084482]	pseudogene	D2:11347983-11903680	<none>	<none>
ENSFCAG00000004419	IQCH	IQ motif containing H [Source:NCBI gene;Acc:101094763]	protein_coding	B3:39978924-40191456	ENSG00000103599	IQCH
ENSFCAG00000036586			protein_coding	C2:27706024-27708880	<none>	<none>
ENSFCAG00000006229	SYN2	synapsin II [Source:NCBI gene;Acc:101094915]	protein_coding	A2:53002216-53199265	ENSG00000157152	SYN2
ENSFCAG00000025909	KCNJ8	potassium voltage-gated channel subfamily J member 8 [Source:NCBI gene;Acc:101092773]	protein_coding	B4:57514683-57522030	ENSG00000121361	KCNJ8
ENSFCAG00000044466			protein_coding	X:86571122-86572647	<none>	<none>
ENSFCAG00000011470	ISL1	ISL LIM homeobox 1 [Source:NCBI gene;Acc:101090235]	protein_coding	A1:203884995-203899748	ENSG00000016082	ISL1
ENSFCAG00000027541	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit [Source:NCBI gene;Acc:100286790]	protein_coding	B3:25908984-26379176	ENSG00000166206	GABRB3
ENSFCAG00000028189	WDR86	WD repeat domain 86 [Source:NCBI gene;Acc:101082895]	protein_coding	A2:165444376-165466765	ENSG00000187260	WDR86
ENSFCAG00000012495	AMOT	angiomotin [Source:NCBI gene;Acc:101096706]	protein_coding	X:94651745-94715642	ENSG00000126016	AMOT
ENSFCAG00000038348	FAM207A	family with sequence similarity 207 member A [Source:NCBI gene;Acc:101086998]	protein_coding	C2:1711187-1744338	ENSG00000160256	FAM207A
ENSFCAG00000026013	DCDC2	doublecortin domain containing 2 [Source:NCBI gene;Acc:101098053]	protein_coding	B2:5678788-5845121	ENSG00000146038	DCDC2
ENSFCAG00000005389	MAD1L1	mitotic arrest deficient 1 like 1 [Source:NCBI gene;Acc:101086024]	protein_coding	E3:1614278-1931923	ENSG00000002822	MAD1L1
ENSFCAG00000018978			pseudogene	E3:8087597-8089909	<none>	<none>
ENSFCAG00000000658	NOL9	nucleolar protein 9 [Source:NCBI gene;Acc:101094611]	protein_coding	C1:4285179-4303977	ENSG00000162408	NOL9
ENSFCAG00000014816	SPATC1L	spermatogenesis and centriole associated 1 like [Source:NCBI gene;Acc:101100406]	protein_coding	C2:645256-659349	ENSG00000160284	SPATC1L
ENSFCAG00000026418	UBXN8	UBX domain protein 8 [Source:NCBI gene;Acc:101090764]	protein_coding	B1:28603452-28631277	ENSG00000104691	UBXN8
ENSFCAG00000025696		pinin-like [Source:NCBI gene;Acc:111558772]	protein_coding	X:63580979-63583572	<none>	<none>
ENSFCAG00000024808	PCDH10	protocadherin 10 [Source:NCBI gene;Acc:101099877]	protein_coding	B1:94426030-94470355	ENSG00000138650	PCDH10
ENSFCAG00000002792	TPCN2	two pore segment channel 2 [Source:NCBI gene;Acc:101086345]	protein_coding	D1:113343282-113370825	ENSG00000162341	TPCN2
ENSFCAG00000008740	NKX2-2	NK2 homeobox 2 [Source:NCBI gene;Acc:101083926]	protein_coding	A3:46781674-46790775	ENSG00000125820	NKX2-2
ENSFCAG00000009641	OASL	2'-5'-oligoadenylate synthetase like [Source:NCBI gene;Acc:101099083]	protein_coding	D3:17268767-17288594	ENSG00000135114	OASL
ENSFCAG00000039974	TFAM	transcription factor A, mitochondrial [Source:NCBI gene;Acc:101096672]	protein_coding	D2:22080397-22094307	ENSG00000108064	TFAM
ENSFCAG00000046410	MSX1	msh homeobox 1 [Source:NCBI gene;Acc:101093268]	protein_coding	B1:202048455-202056158	ENSG00000163132	MSX1
ENSFCAG00000015265	TRMT61B	tRNA methyltransferase 61B [Source:NCBI gene;Acc:101092430]	protein_coding	A3:119807031-119820080	ENSG00000171103	TRMT61B
ENSFCAG00000045383	CDH1	cadherin 1 [Source:NCBI gene;Acc:101095391]	protein_coding	E2:46274369-46358540	ENSG00000039068	CDH1
ENSFCAG00000004041	PDZD4	PDZ domain containing 4 [Source:NCBI gene;Acc:101081710]	protein_coding	X:128779722-128811573	ENSG00000067840	PDZD4
ENSFCAG00000045842	DLX5	distal-less homeobox 5 [Source:NCBI gene;Acc:101094996]	protein_coding	A2:101769420-101778797	ENSG00000105880	DLX5
ENSFCAG00000024623	LMO1	LIM domain only 1 [Source:NCBI gene;Acc:101090387]	protein_coding	D1:66996315-67037608	ENSG00000166407	LMO1
ENSFCAG00000044166	TYSND1	trypsin domain containing 1 [Source:NCBI gene;Acc:101098894]	protein_coding	D2:33115284-33123838	ENSG00000156521	TYSND1
ENSFCAG00000030229			protein_coding	D1:79485143-79485577	ENSG00000172757	CFL1
ENSFCAG00000010393	MMP28	matrix metallopeptidase 28 [Source:NCBI gene;Acc:101085251]	protein_coding	E1:23188985-23213009	ENSG00000271447	MMP28
ENSFCAG00000028005	CMBL	carboxymethylenebutenolidase homolog [Source:NCBI gene;Acc:101093165]	protein_coding	A1:233993605-234009378	ENSG00000164237	CMBL
ENSFCAG00000025116			protein_coding	C1:36295351-36296016	<none>	<none>
ENSFCAG00000015295	TRMT44	tRNA methyltransferase 44 homolog [Source:NCBI gene;Acc:101088484]	protein_coding	B1:204997165-205027205	ENSG00000155275	TRMT44
ENSFCAG00000024865	SYT1	synaptotagmin 1 [Source:NCBI gene;Acc:654422]	protein_coding	B4:104550289-104979427	ENSG00000067715	SYT1
ENSFCAG00000001901	DUSP15	dual specificity phosphatase 15 [Source:NCBI gene;Acc:111559780]	protein_coding	A3:27134114-27142880	ENSG00000149599	DUSP15
ENSFCAG00000001812	MYB	MYB proto-oncogene, transcription factor [Source:NCBI gene;Acc:101081140]	protein_coding	B2:124810120-124844849	ENSG00000118513	MYB
ENSFCAG00000018728	EML6	echinoderm microtubule associated protein like 6 [Source:NCBI gene;Acc:101091187]	protein_coding	A3:75827882-76099575	ENSG00000214595	EML6
ENSFCAG00000011811			protein_coding	C1:207614894-207615914	ENSG00000152049	KCNE4
ENSFCAG00000030739	ELOVL2	ELOVL fatty acid elongase 2 [Source:NCBI gene;Acc:101093184]	protein_coding	B2:17965493-18031898	ENSG00000197977	ELOVL2
ENSFCAG00000042688	C17orf98	chromosome E1 C17orf98 homolog [Source:NCBI gene;Acc:101087795]	protein_coding	E1:40158707-40164617	ENSG00000275489	C17orf98
ENSFCAG00000045131		metallothionein-2 [Source:NCBI gene;Acc:111558024]	protein_coding	E2:35923211-35924873	ENSG00000187193	MT1X
ENSFCAG00000006131	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:NCBI gene;Acc:101087874]	protein_coding	D3:6891409-6896382	ENSG00000111325	OGFOD2
ENSFCAG00000025500	TSEN2	tRNA splicing endonuclease subunit 2 [Source:NCBI gene;Acc:101095562]	protein_coding	A2:53478562-53520631	ENSG00000154743	TSEN2
ENSFCAG00000018562	TREX1	three prime repair exonuclease 1 [Source:NCBI gene;Acc:101098935]	protein_coding	A2:17691411-17692355	ENSG00000213689	TREX1
ENSFCAG00000025925	TAGLN3	transgelin 3 [Source:NCBI gene;Acc:101086999]	protein_coding	C2:58731101-58744886	ENSG00000144834	TAGLN3
ENSFCAG00000000868			pseudogene	B1:25095691-25096654	<none>	<none>
ENSFCAG00000011708	IFIT2	interferon induced protein with tetratricopeptide repeats 2 [Source:NCBI gene;Acc:101099150]	protein_coding	D2:8945464-8953051	ENSG00000119922	IFIT2
ENSFCAG00000037747	S100B	S100 calcium binding protein B [Source:NCBI gene;Acc:101099488]	protein_coding	C2:232216-239111	ENSG00000160307	S100B
ENSFCAG00000005933	IFIT1	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	protein_coding	D2:8988036-8989454	ENSG00000185745	IFIT1
ENSFCAG00000003965	PDE9A	phosphodiesterase 9A [Source:NCBI gene;Acc:101093538]	protein_coding	C2:3381689-3471985	ENSG00000160191	PDE9A
ENSFCAG00000000180	CEP164	centrosomal protein 164 [Source:NCBI gene;Acc:101082089]	protein_coding	D1:15043726-15105147	ENSG00000110274	CEP164
ENSFCAG00000001294	DDX58	DExD/H-box helicase 58 [Source:NCBI gene;Acc:101095926]	protein_coding	D4:56873483-56911562	ENSG00000107201	DDX58
ENSFCAG00000024002	FBXO25	F-box protein 25 [Source:NCBI gene;Acc:101100125]	protein_coding	B1:565743-607456	ENSG00000147364	FBXO25
ENSFCAG00000044355	TMEM88	transmembrane protein 88 [Source:NCBI gene;Acc:102899448]	protein_coding	E1:2693522-2694575	ENSG00000167874	TMEM88
ENSFCAG00000010839		tetraspanin 7 [Source:NCBI gene;Acc:101088058]	protein_coding	X:34292105-34419100	ENSG00000156298	TSPAN7
ENSFCAG00000031750			protein_coding	A3:50165613-50165945	<none>	<none>
ENSFCAG00000028918	NKX6-1	NK6 homeobox 1 [Source:NCBI gene;Acc:101083167]	protein_coding	B1:138374727-138379959	ENSG00000163623	NKX6-1
ENSFCAG00000009920	ESRP1	epithelial splicing regulatory protein 1 [Source:NCBI gene;Acc:101084770]	protein_coding	F2:43419800-43484879	ENSG00000104413	ESRP1
ENSFCAG00000010683	CAMKV	CaM kinase like vesicle associated [Source:NCBI gene;Acc:101089588]	protein_coding	A2:18854546-18857645	ENSG00000164076	CAMKV
ENSFCAG00000002447	DOCK3	dedicator of cytokinesis 3 [Source:NCBI gene;Acc:101090678]	protein_coding	A2:19558321-20159509	ENSG00000088538	DOCK3
ENSFCAG00000001371	MLH1	mutL homolog 1 [Source:NCBI gene;Acc:101089037]	protein_coding	C2:155959292-156003367	ENSG00000076242	MLH1
ENSFCAG00000012296	NUPR1	nuclear protein 1, transcriptional regulator [Source:NCBI gene;Acc:101089415]	protein_coding	E3:21848807-21850471	ENSG00000176046	NUPR1
ENSFCAG00000010121	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:NCBI gene;Acc:101094658]	protein_coding	A2:22510684-23370691	ENSG00000157445	CACNA2D3
ENSFCAG00000014728	DZIP1L	DAZ interacting zinc finger protein 1 like [Source:NCBI gene;Acc:101101584]	protein_coding	C2:127438770-127481446	ENSG00000158163	DZIP1L
ENSFCAG00000031775			protein_coding	B1:75447641-75449320	<none>	<none>
ENSFCAG00000038718		glutamyl-tRNA amidotransferase subunit C [Source:NCBI gene;Acc:101096266]	protein_coding	D3:16787973-16797435	ENSG00000257218	GATC
ENSFCAG00000008101	GEMIN6	gem nuclear organelle associated protein 6 [Source:NCBI gene;Acc:101096308]	protein_coding	A3:111426761-111431797	ENSG00000152147	GEMIN6
ENSFCAG00000012280	SLX4	SLX4 structure-specific endonuclease subunit [Source:NCBI gene;Acc:101095218]	protein_coding	E3:41609343-41627874	ENSG00000188827	SLX4
ENSFCAG00000029004	POLM	DNA polymerase mu [Source:NCBI gene;Acc:101098125]	protein_coding	A2:62366400-62377268	ENSG00000122678	POLM
ENSFCAG00000045644			lincRNA	A2:119010986-119147792	<none>	<none>
ENSFCAG00000011109	BID	BH3 interacting domain death agonist [Source:NCBI gene;Acc:100502578]	protein_coding	B4:34644745-34673355	ENSG00000015475	BID
ENSFCAG00000029469	ACSL6	acyl-CoA synthetase long chain family member 6 [Source:NCBI gene;Acc:101093740]	protein_coding	A1:111077210-111137941	ENSG00000164398	ACSL6
ENSFCAG00000007080	SLC2A6	solute carrier family 2 member 6 [Source:NCBI gene;Acc:101083721]	protein_coding	D4:94177145-94184561	ENSG00000160326	SLC2A6
ENSFCAG00000009280	ACD	ACD, shelterin complex subunit and telomerase recruitment factor [Source:NCBI gene;Acc:101090066]	protein_coding	E2:45315210-45318608	ENSG00000102977	ACD
ENSFCAG00000023951	IFIH1	interferon induced with helicase C domain 1 [Source:NCBI gene;Acc:101099233]	protein_coding	C1:154067600-154126106	ENSG00000115267	IFIH1
ENSFCAG00000046276	POMK	protein-O-mannose kinase [Source:NCBI gene;Acc:102902090]	protein_coding	B1:41978027-41997575	ENSG00000185900	POMK
ENSFCAG00000036464	SURF2	surfeit 2 [Source:NCBI gene;Acc:101087533]	protein_coding	D4:94274373-94278974	ENSG00000148291	SURF2
ENSFCAG00000006341	ADAM33	ADAM metallopeptidase domain 33 [Source:NCBI gene;Acc:101093514]	protein_coding	A3:30587395-30600188	ENSG00000149451	ADAM33
ENSFCAG00000031990	HACD4	3-hydroxyacyl-CoA dehydratase 4 [Source:NCBI gene;Acc:101088195]	protein_coding	D4:47533845-47573852	ENSG00000188921	HACD4
ENSFCAG00000040546	C15orf61	chromosome B3 C15orf61 homolog [Source:NCBI gene;Acc:101094510]	protein_coding	B3:39950108-39958536	ENSG00000189227	C15orf61
